player_id,name,position_type,eligible_positions,percent_owned,status,player_stats,fantasy_points,position,games_played,overall_rank,positional_rank,pts_above_replacement,pts_above_bench,pts_above_waivers
4988,Charlie Coyle,P,['C'],8,,"{'player_id': 4988, 'name': 'Charlie Coyle', 'position_type': 'P', 'GP': 82.0, 'G': 16.0, 'A': 28.0, 'PTS': 44.0, '+/-': -6.0, 'PIM': 32.0, 'PPG': 3.0, 'PPA': 6.0, 'PPP': 9.0, 'SHP': 1.0, 'GWG': 5.0, 'SOG': 131.0, 'S%': 0.122, 'FW': 540.0, 'FL': 560.0, 'HIT': 84.0, 'BLK': 39.0, 'PPT': 9258.0, 'Avg-PPT': 113.0, 'SHT': 8009.0, 'Avg-SHT': 98.0, 'COR': 44.0, 'FEN': 86.0, 'Off-ZS': 484.0, 'Def-ZS': 436.0, 'ZS-Pct': 52.61, 'GStr': 3.0, 'Shifts': 1762.0}",463.9,Forward,82.0,248.0,156.0,0.14999999999997726,-173.75,-111.85000000000002
6035,Artturi Lehkonen,P,"['LW', 'RW']",14,,"{'player_id': 6035, 'name': 'Artturi Lehkonen', 'position_type': 'P', 'GP': 74.0, 'G': 19.0, 'A': 19.0, 'PTS': 38.0, '+/-': 1.0, 'PIM': 22.0, 'PPG': 2.0, 'PPA': 1.0, 'PPP': 3.0, 'SHP': 2.0, 'GWG': 2.0, 'SOG': 155.0, 'S%': 0.123, 'FW': 8.0, 'FL': 21.0, 'HIT': 82.0, 'BLK': 39.0, 'PPT': 2361.0, 'Avg-PPT': 41.0, 'SHT': 7511.0, 'Avg-SHT': 130.0, 'COR': 67.0, 'FEN': 46.0, 'Off-ZS': 222.0, 'Def-ZS': 316.0, 'ZS-Pct': 41.26, 'GStr': 1.0, 'Shifts': 1215.0}",463.75,Forward,74.0,249.0,157.0,3.75,-173.89999999999998,-112.0
5085,Philipp Grubauer,G,['G'],17,,"{'player_id': 5085, 'name': 'Philipp Grubauer', 'position_type': 'G', 'GP': 55.0, 'GS': 54.0, 'W': 18.0, 'L': 31.0, 'GA': 164.0, 'GAA': 3.16, 'SA': 1479.0, 'SV': 1315.0, 'SV%': 0.889, 'SHO': 2.0, 'MIN': '3,111:25'}",462.75,Goalie,55.0,250.0,29.0,2.5500000000000114,-108.89999999999998,22.850000000000023
8614,Artem Zub,P,['D'],6,,"{'player_id': 8614, 'name': 'Artem Zub', 'position_type': 'P', 'GP': 81.0, 'G': 6.0, 'A': 16.0, 'PTS': 22.0, '+/-': 1.0, 'PIM': 60.0, 'PPG': 0.0, 'PPA': 0.0, 'PPP': 0.0, 'SHP': 0.0, 'GWG': 0.0, 'SOG': 92.0, 'S%': 0.065, 'FW': 0.0, 'FL': 0.0, 'HIT': 155.0, 'BLK': 124.0, 'PPT': 1290.0, 'Avg-PPT': 16.0, 'SHT': 9046.0, 'Avg-SHT': 112.0, 'COR': -126.0, 'FEN': -76.0, 'Off-ZS': 473.0, 'Def-ZS': 575.0, 'ZS-Pct': 45.13, 'GStr': 0.0, 'Shifts': 2042.0}",462.3,Defensemen,81.0,251.0,65.0,0.4000000000000341,-67.40000000000003,-19.5
7518,Miro Heiskanen,P,['D'],91,,"{'player_id': 7518, 'name': 'Miro Heiskanen', 'position_type': 'P', 'GP': 70.0, 'G': 5.0, 'A': 31.0, 'PTS': 36.0, '+/-': 3.0, 'PIM': 24.0, 'PPG': 3.0, 'PPA': 8.0, 'PPP': 11.0, 'SHP': 0.0, 'GWG': 1.0, 'SOG': 156.0, 'S%': 0.032, 'FW': 0.0, 'FL': 0.0, 'HIT': 52.0, 'BLK': 92.0, 'PPT': 9663.0, 'Avg-PPT': 138.0, 'SHT': 6860.0, 'Avg-SHT': 98.0, 'COR': 94.0, 'FEN': 61.0, 'Off-ZS': 635.0, 'Def-ZS': 596.0, 'ZS-Pct': 51.58, 'GStr': 2.0, 'Shifts': 1927.0}",461.9,Defensemen,70.0,252.0,66.0,0.39999999999997726,-67.80000000000007,-19.900000000000034
5329,Mattias Ekholm,P,['D'],14,,"{'player_id': 5329, 'name': 'Mattias Ekholm', 'position_type': 'P', 'GP': 76.0, 'G': 6.0, 'A': 25.0, 'PTS': 31.0, '+/-': 14.0, 'PIM': 44.0, 'PPG': 0.0, 'PPA': 4.0, 'PPP': 4.0, 'SHP': 1.0, 'GWG': 1.0, 'SOG': 145.0, 'S%': 0.041, 'FW': 0.0, 'FL': 0.0, 'HIT': 79.0, 'BLK': 96.0, 'PPT': 7049.0, 'Avg-PPT': 93.0, 'SHT': 14877.0, 'Avg-SHT': 196.0, 'COR': -83.0, 'FEN': -53.0, 'Off-ZS': 496.0, 'Def-ZS': 856.0, 'ZS-Pct': 36.69, 'GStr': 0.0, 'Shifts': 2110.0}",461.5,Defensemen,76.0,253.0,67.0,0.8999999999999773,-68.20000000000005,-20.30000000000001
5281,Tyson Barrie,P,['D'],47,,"{'player_id': 5281, 'name': 'Tyson Barrie', 'position_type': 'P', 'GP': 73.0, 'G': 7.0, 'A': 34.0, 'PTS': 41.0, '+/-': 3.0, 'PIM': 18.0, 'PPG': 3.0, 'PPA': 18.0, 'PPP': 21.0, 'SHP': 1.0, 'GWG': 0.0, 'SOG': 149.0, 'S%': 0.047, 'FW': 0.0, 'FL': 0.0, 'HIT': 27.0, 'BLK': 73.0, 'PPT': 12519.0, 'Avg-PPT': 171.0, 'SHT': 1706.0, 'Avg-SHT': 23.0, 'COR': 19.0, 'FEN': -64.0, 'Off-ZS': 594.0, 'Def-ZS': 372.0, 'ZS-Pct': 61.49, 'GStr': 0.0, 'Shifts': 1533.0}",460.6,Defensemen,73.0,254.0,68.0,0.4000000000000341,-69.10000000000002,-21.19999999999999
6424,Brandon Montour,P,['D'],12,,"{'player_id': 6424, 'name': 'Brandon Montour', 'position_type': 'P', 'GP': 81.0, 'G': 11.0, 'A': 26.0, 'PTS': 37.0, '+/-': 15.0, 'PIM': 48.0, 'PPG': 1.0, 'PPA': 7.0, 'PPP': 8.0, 'SHP': 0.0, 'GWG': 1.0, 'SOG': 153.0, 'S%': 0.072, 'FW': 0.0, 'FL': 0.0, 'HIT': 64.0, 'BLK': 65.0, 'PPT': 6668.0, 'Avg-PPT': 82.0, 'SHT': 2991.0, 'Avg-SHT': 37.0, 'COR': 326.0, 'FEN': 192.0, 'Off-ZS': 555.0, 'Def-ZS': 277.0, 'ZS-Pct': 66.71, 'GStr': 1.0, 'Shifts': 1912.0}",460.2,Defensemen,81.0,255.5,69.0,0.19999999999998863,-69.50000000000006,-21.600000000000023
5057,Scott Wedgewood,G,['G'],4,,"{'player_id': 5057, 'name': 'Scott Wedgewood', 'position_type': 'G', 'GP': 37.0, 'GS': 32.0, 'W': 13.0, 'L': 15.0, 'GA': 110.0, 'GAA': 3.14, 'SA': 1218.0, 'SV': 1108.0, 'SV%': 0.91, 'SHO': 1.0, 'MIN': '2,104:48'}",460.2,Goalie,37.0,255.5,30.0,20.30000000000001,-111.44999999999999,20.30000000000001
5345,Nicolas Deslauriers,P,"['LW', 'IR+']",5,O,"{'player_id': 5345, 'name': 'Nicolas Deslauriers', 'position_type': 'P', 'GP': 81.0, 'G': 8.0, 'A': 5.0, 'PTS': 13.0, '+/-': -11.0, 'PIM': 113.0, 'PPG': 0.0, 'PPA': 0.0, 'PPP': 0.0, 'SHP': 1.0, 'GWG': 1.0, 'SOG': 90.0, 'S%': 0.089, 'FW': 1.0, 'FL': 3.0, 'HIT': 263.0, 'BLK': 49.0, 'PPT': 121.0, 'Avg-PPT': 2.0, 'SHT': 5095.0, 'Avg-SHT': 84.0, 'COR': -124.0, 'FEN': -88.0, 'Off-ZS': 161.0, 'Def-ZS': 175.0, 'ZS-Pct': 47.92, 'GStr': 0.0, 'Shifts': 992.0}",460.0,Forward,81.0,257.5,158.0,2.6000000000000227,-177.64999999999998,-115.75
5703,Mike Matheson,P,['D'],7,,"{'player_id': 5703, 'name': 'Mike Matheson', 'position_type': 'P', 'GP': 74.0, 'G': 11.0, 'A': 20.0, 'PTS': 31.0, '+/-': 12.0, 'PIM': 33.0, 'PPG': 0.0, 'PPA': 2.0, 'PPP': 2.0, 'SHP': 0.0, 'GWG': 5.0, 'SOG': 140.0, 'S%': 0.079, 'FW': 0.0, 'FL': 0.0, 'HIT': 97.0, 'BLK': 81.0, 'PPT': 3153.0, 'Avg-PPT': 43.0, 'SHT': 1063.0, 'Avg-SHT': 14.0, 'COR': 180.0, 'FEN': 165.0, 'Off-ZS': 438.0, 'Def-ZS': 408.0, 'ZS-Pct': 51.77, 'GStr': 1.0, 'Shifts': 1716.0}",460.0,Defensemen,74.0,257.5,70.0,0.8000000000000114,-69.70000000000005,-21.80000000000001
6383,Travis Sanheim,P,['D'],5,,"{'player_id': 6383, 'name': 'Travis Sanheim', 'position_type': 'P', 'GP': 80.0, 'G': 7.0, 'A': 24.0, 'PTS': 31.0, '+/-': 9.0, 'PIM': 34.0, 'PPG': 0.0, 'PPA': 0.0, 'PPP': 0.0, 'SHP': 0.0, 'GWG': 1.0, 'SOG': 123.0, 'S%': 0.057, 'FW': 0.0, 'FL': 0.0, 'HIT': 64.0, 'BLK': 142.0, 'PPT': 3251.0, 'Avg-PPT': 41.0, 'SHT': 10293.0, 'Avg-SHT': 129.0, 'COR': -164.0, 'FEN': -121.0, 'Off-ZS': 440.0, 'Def-ZS': 677.0, 'ZS-Pct': 39.39, 'GStr': 1.0, 'Shifts': 2278.0}",459.2,Defensemen,80.0,259.0,71.0,0.5999999999999659,-70.50000000000006,-22.600000000000023
5756,Adam Pelech,P,['D'],4,,"{'player_id': 5756, 'name': 'Adam Pelech', 'position_type': 'P', 'GP': 78.0, 'G': 3.0, 'A': 25.0, 'PTS': 28.0, '+/-': 20.0, 'PIM': 42.0, 'PPG': 0.0, 'PPA': 0.0, 'PPP': 0.0, 'SHP': 2.0, 'GWG': 0.0, 'SOG': 104.0, 'S%': 0.029, 'FW': 0.0, 'FL': 0.0, 'HIT': 99.0, 'BLK': 128.0, 'PPT': 868.0, 'Avg-PPT': 11.0, 'SHT': 10770.0, 'Avg-SHT': 138.0, 'COR': -23.0, 'FEN': 3.0, 'Off-ZS': 390.0, 'Def-ZS': 679.0, 'ZS-Pct': 36.48, 'GStr': 1.0, 'Shifts': 2087.0}",458.6,Defensemen,78.0,260.0,72.0,2.3500000000000227,-71.10000000000002,-23.19999999999999
5976,Luke Glendening,P,"['C', 'RW', 'IR+']",1,DTD,"{'player_id': 5976, 'name': 'Luke Glendening', 'position_type': 'P', 'GP': 82.0, 'G': 9.0, 'A': 7.0, 'PTS': 16.0, '+/-': -17.0, 'PIM': 15.0, 'PPG': 0.0, 'PPA': 0.0, 'PPP': 0.0, 'SHP': 2.0, 'GWG': 1.0, 'SOG': 116.0, 'S%': 0.078, 'FW': 425.0, 'FL': 299.0, 'HIT': 179.0, 'BLK': 59.0, 'PPT': 180.0, 'Avg-PPT': 2.0, 'SHT': 10916.0, 'Avg-SHT': 133.0, 'COR': -200.0, 'FEN': -133.0, 'Off-ZS': 203.0, 'Def-ZS': 683.0, 'ZS-Pct': 22.91, 'GStr': 0.0, 'Shifts': 1804.0}",457.4,Forward,82.0,261.0,159.0,0.0999999999999659,-180.25,-118.35000000000002
7562,Alex Formenton,P,['LW'],11,,"{'player_id': 7562, 'name': 'Alex Formenton', 'position_type': 'P', 'GP': 79.0, 'G': 18.0, 'A': 14.0, 'PTS': 32.0, '+/-': -13.0, 'PIM': 59.0, 'PPG': 0.0, 'PPA': 0.0, 'PPP': 0.0, 'SHP': 6.0, 'GWG': 1.0, 'SOG': 162.0, 'S%': 0.111, 'FW': 8.0, 'FL': 12.0, 'HIT': 101.0, 'BLK': 24.0, 'PPT': 3954.0, 'Avg-PPT': 50.0, 'SHT': 9027.0, 'Avg-SHT': 114.0, 'COR': -119.0, 'FEN': -83.0, 'Off-ZS': 350.0, 'Def-ZS': 373.0, 'ZS-Pct': 48.41, 'GStr': 0.0, 'Shifts': 1638.0}",457.3,Forward,79.0,262.0,160.0,0.10000000000002274,-180.34999999999997,-118.44999999999999
3365,Corey Perry,P,['RW'],5,,"{'player_id': 3365, 'name': 'Corey Perry', 'position_type': 'P', 'GP': 82.0, 'G': 19.0, 'A': 21.0, 'PTS': 40.0, '+/-': 9.0, 'PIM': 66.0, 'PPG': 6.0, 'PPA': 2.0, 'PPP': 8.0, 'SHP': 0.0, 'GWG': 4.0, 'SOG': 153.0, 'S%': 0.124, 'FW': 2.0, 'FL': 2.0, 'HIT': 73.0, 'BLK': 28.0, 'PPT': 8483.0, 'Avg-PPT': 103.0, 'SHT': 48.0, 'Avg-SHT': 1.0, 'COR': 81.0, 'FEN': 74.0, 'Off-ZS': 338.0, 'Def-ZS': 273.0, 'ZS-Pct': 55.32, 'GStr': 1.0, 'Shifts': 1412.0}",457.2,Forward,82.0,263.0,161.0,1.599999999999966,-180.45,-118.55000000000001
6857,Alexandre Carrier,P,['D'],6,,"{'player_id': 6857, 'name': 'Alexandre Carrier', 'position_type': 'P', 'GP': 77.0, 'G': 3.0, 'A': 27.0, 'PTS': 30.0, '+/-': 26.0, 'PIM': 50.0, 'PPG': 1.0, 'PPA': 3.0, 'PPP': 4.0, 'SHP': 1.0, 'GWG': 0.0, 'SOG': 95.0, 'S%': 0.032, 'FW': 0.0, 'FL': 1.0, 'HIT': 95.0, 'BLK': 124.0, 'PPT': 4609.0, 'Avg-PPT': 60.0, 'SHT': 13232.0, 'Avg-SHT': 172.0, 'COR': -126.0, 'FEN': -77.0, 'Off-ZS': 433.0, 'Def-ZS': 753.0, 'ZS-Pct': 36.51, 'GStr': 0.0, 'Shifts': 2066.0}",456.25,Defensemen,77.0,264.0,73.0,0.8500000000000227,-73.45000000000005,-25.55000000000001
4498,Jordan Eberle,P,['RW'],7,,"{'player_id': 4498, 'name': 'Jordan Eberle', 'position_type': 'P', 'GP': 79.0, 'G': 21.0, 'A': 23.0, 'PTS': 44.0, '+/-': -28.0, 'PIM': 14.0, 'PPG': 4.0, 'PPA': 5.0, 'PPP': 9.0, 'SHP': 0.0, 'GWG': 2.0, 'SOG': 164.0, 'S%': 0.128, 'FW': 6.0, 'FL': 14.0, 'HIT': 48.0, 'BLK': 40.0, 'PPT': 13041.0, 'Avg-PPT': 165.0, 'SHT': 40.0, 'Avg-SHT': 1.0, 'COR': 34.0, 'FEN': 23.0, 'Off-ZS': 673.0, 'Def-ZS': 284.0, 'ZS-Pct': 70.32, 'GStr': 2.0, 'Shifts': 1688.0}",455.6,Forward,79.0,265.0,162.0,3.650000000000034,-182.04999999999995,-120.14999999999998
5232,Jared Spurgeon,P,"['D', 'IR+']",76,O,"{'player_id': 5232, 'name': 'Jared Spurgeon', 'position_type': 'P', 'GP': 65.0, 'G': 10.0, 'A': 30.0, 'PTS': 40.0, '+/-': 32.0, 'PIM': 10.0, 'PPG': 0.0, 'PPA': 14.0, 'PPP': 14.0, 'SHP': 0.0, 'GWG': 2.0, 'SOG': 116.0, 'S%': 0.086, 'FW': 0.0, 'FL': 0.0, 'HIT': 44.0, 'BLK': 83.0, 'PPT': 11815.0, 'Avg-PPT': 182.0, 'SHT': 7810.0, 'Avg-SHT': 120.0, 'COR': 191.0, 'FEN': 145.0, 'Off-ZS': 612.0, 'Def-ZS': 432.0, 'ZS-Pct': 58.62, 'GStr': 2.0, 'Shifts': 1531.0}",455.4,Defensemen,65.0,266.0,74.0,5.399999999999977,-74.30000000000007,-26.400000000000034
7524,Michael Rasmussen,P,"['C', 'LW']",4,,"{'player_id': 7524, 'name': 'Michael Rasmussen', 'position_type': 'P', 'GP': 80.0, 'G': 15.0, 'A': 12.0, 'PTS': 27.0, '+/-': -25.0, 'PIM': 66.0, 'PPG': 0.0, 'PPA': 2.0, 'PPP': 2.0, 'SHP': 0.0, 'GWG': 2.0, 'SOG': 128.0, 'S%': 0.117, 'FW': 410.0, 'FL': 409.0, 'HIT': 142.0, 'BLK': 65.0, 'PPT': 4247.0, 'Avg-PPT': 53.0, 'SHT': 5934.0, 'Avg-SHT': 74.0, 'COR': -234.0, 'FEN': -155.0, 'Off-ZS': 318.0, 'Def-ZS': 444.0, 'ZS-Pct': 41.73, 'GStr': 2.0, 'Shifts': 1588.0}",451.95,Forward,80.0,267.0,163.0,1.1999999999999886,-185.7,-123.80000000000001
6838,Nicolas Roy,P,"['C', 'RW']",6,,"{'player_id': 6838, 'name': 'Nicolas Roy', 'position_type': 'P', 'GP': 78.0, 'G': 15.0, 'A': 24.0, 'PTS': 39.0, '+/-': 12.0, 'PIM': 51.0, 'PPG': 2.0, 'PPA': 3.0, 'PPP': 5.0, 'SHP': 1.0, 'GWG': 3.0, 'SOG': 145.0, 'S%': 0.103, 'FW': 454.0, 'FL': 477.0, 'HIT': 85.0, 'BLK': 34.0, 'PPT': 8155.0, 'Avg-PPT': 105.0, 'SHT': 6243.0, 'Avg-SHT': 80.0, 'COR': 207.0, 'FEN': 151.0, 'Off-ZS': 469.0, 'Def-ZS': 456.0, 'ZS-Pct': 50.7, 'GStr': 3.0, 'Shifts': 1693.0}",450.75,Forward,78.0,268.0,164.0,0.25,-186.89999999999998,-125.0
5700,Scott Laughton,P,"['C', 'LW']",5,,"{'player_id': 5700, 'name': 'Scott Laughton', 'position_type': 'P', 'GP': 67.0, 'G': 11.0, 'A': 19.0, 'PTS': 30.0, '+/-': -9.0, 'PIM': 35.0, 'PPG': 0.0, 'PPA': 1.0, 'PPP': 1.0, 'SHP': 2.0, 'GWG': 1.0, 'SOG': 110.0, 'S%': 0.1, 'FW': 395.0, 'FL': 379.0, 'HIT': 151.0, 'BLK': 47.0, 'PPT': 2455.0, 'Avg-PPT': 37.0, 'SHT': 6989.0, 'Avg-SHT': 104.0, 'COR': -102.0, 'FEN': -93.0, 'Off-ZS': 288.0, 'Def-ZS': 411.0, 'ZS-Pct': 41.2, 'GStr': 1.0, 'Shifts': 1592.0}",450.5,Forward,67.0,269.0,165.0,1.0500000000000114,-187.14999999999998,-125.25
6494,Gustav Forsling,P,['D'],65,,"{'player_id': 6494, 'name': 'Gustav Forsling', 'position_type': 'P', 'GP': 71.0, 'G': 10.0, 'A': 27.0, 'PTS': 37.0, '+/-': 41.0, 'PIM': 18.0, 'PPG': 0.0, 'PPA': 0.0, 'PPP': 0.0, 'SHP': 0.0, 'GWG': 1.0, 'SOG': 145.0, 'S%': 0.069, 'FW': 0.0, 'FL': 0.0, 'HIT': 45.0, 'BLK': 86.0, 'PPT': 762.0, 'Avg-PPT': 11.0, 'SHT': 10541.0, 'Avg-SHT': 148.0, 'COR': 288.0, 'FEN': 211.0, 'Off-ZS': 385.0, 'Def-ZS': 556.0, 'ZS-Pct': 40.91, 'GStr': 0.0, 'Shifts': 2054.0}",450.0,Defensemen,71.0,270.0,75.0,3.3999999999999773,-79.70000000000005,-31.80000000000001
6386,Nick Schmaltz,P,"['C', 'RW']",19,,"{'player_id': 6386, 'name': 'Nick Schmaltz', 'position_type': 'P', 'GP': 63.0, 'G': 23.0, 'A': 36.0, 'PTS': 59.0, '+/-': 1.0, 'PIM': 14.0, 'PPG': 4.0, 'PPA': 4.0, 'PPP': 8.0, 'SHP': 0.0, 'GWG': 4.0, 'SOG': 123.0, 'S%': 0.187, 'FW': 114.0, 'FL': 125.0, 'HIT': 15.0, 'BLK': 28.0, 'PPT': 9062.0, 'Avg-PPT': 144.0, 'SHT': 1884.0, 'Avg-SHT': 30.0, 'COR': -124.0, 'FEN': -106.0, 'Off-ZS': 378.0, 'Def-ZS': 307.0, 'ZS-Pct': 55.18, 'GStr': 5.0, 'Shifts': 1461.0}",449.45,Forward,63.0,271.0,166.0,0.19999999999998863,-188.2,-126.30000000000001
7264,Brandon Hagel,P,"['LW', 'RW']",10,,"{'player_id': 7264, 'name': 'Brandon Hagel', 'position_type': 'P', 'GP': 77.0, 'G': 25.0, 'A': 19.0, 'PTS': 44.0, '+/-': -18.0, 'PIM': 31.0, 'PPG': 4.0, 'PPA': 2.0, 'PPP': 6.0, 'SHP': 3.0, 'GWG': 3.0, 'SOG': 125.0, 'S%': 0.2, 'FW': 24.0, 'FL': 33.0, 'HIT': 63.0, 'BLK': 32.0, 'PPT': 6704.0, 'Avg-PPT': 122.0, 'SHT': 4815.0, 'Avg-SHT': 88.0, 'COR': 3.0, 'FEN': -29.0, 'Off-ZS': 334.0, 'Def-ZS': 199.0, 'ZS-Pct': 62.66, 'GStr': 0.0, 'Shifts': 1202.0}",449.25,Forward,77.0,272.0,167.0,8.0,-188.39999999999998,-126.5
7950,Sean Durzi,P,"['D', 'IR+']",19,O,"{'player_id': 7950, 'name': 'Sean Durzi', 'position_type': 'P', 'GP': 64.0, 'G': 3.0, 'A': 24.0, 'PTS': 27.0, '+/-': -9.0, 'PIM': 55.0, 'PPG': 2.0, 'PPA': 13.0, 'PPP': 15.0, 'SHP': 1.0, 'GWG': 0.0, 'SOG': 119.0, 'S%': 0.025, 'FW': 0.0, 'FL': 0.0, 'HIT': 74.0, 'BLK': 121.0, 'PPT': 9502.0, 'Avg-PPT': 148.0, 'SHT': 4805.0, 'Avg-SHT': 75.0, 'COR': 64.0, 'FEN': 82.0, 'Off-ZS': 453.0, 'Def-ZS': 327.0, 'ZS-Pct': 58.08, 'GStr': 0.0, 'Shifts': 1429.0}",446.6,Defensemen,64.0,273.0,76.0,1.3000000000000114,-83.10000000000002,-35.19999999999999
7920,K'Andre Miller,P,['D'],49,,"{'player_id': 7920, 'name': ""K'Andre Miller"", 'position_type': 'P', 'GP': 82.0, 'G': 7.0, 'A': 13.0, 'PTS': 20.0, '+/-': 23.0, 'PIM': 24.0, 'PPG': 1.0, 'PPA': 0.0, 'PPP': 1.0, 'SHP': 0.0, 'GWG': 2.0, 'SOG': 102.0, 'S%': 0.069, 'FW': 0.0, 'FL': 0.0, 'HIT': 151.0, 'BLK': 95.0, 'PPT': 2052.0, 'Avg-PPT': 25.0, 'SHT': 7285.0, 'Avg-SHT': 89.0, 'COR': 11.0, 'FEN': 22.0, 'Off-ZS': 406.0, 'Def-ZS': 493.0, 'ZS-Pct': 45.16, 'GStr': 1.0, 'Shifts': 2096.0}",445.3,Defensemen,82.0,274.0,77.0,0.9000000000000341,-84.40000000000003,-36.5
6089,Ryan Graves,P,['D'],7,,"{'player_id': 6089, 'name': 'Ryan Graves', 'position_type': 'P', 'GP': 75.0, 'G': 6.0, 'A': 22.0, 'PTS': 28.0, '+/-': -9.0, 'PIM': 24.0, 'PPG': 0.0, 'PPA': 0.0, 'PPP': 0.0, 'SHP': 0.0, 'GWG': 0.0, 'SOG': 111.0, 'S%': 0.054, 'FW': 0.0, 'FL': 0.0, 'HIT': 90.0, 'BLK': 135.0, 'PPT': 280.0, 'Avg-PPT': 4.0, 'SHT': 10984.0, 'Avg-SHT': 146.0, 'COR': 24.0, 'FEN': 0.0, 'Off-ZS': 404.0, 'Def-ZS': 636.0, 'ZS-Pct': 38.85, 'GStr': 0.0, 'Shifts': 1859.0}",444.4,Defensemen,75.0,275.0,78.0,3.7999999999999545,-85.30000000000007,-37.400000000000034
7636,Drake Batherson,P,['RW'],88,,"{'player_id': 7636, 'name': 'Drake Batherson', 'position_type': 'P', 'GP': 46.0, 'G': 17.0, 'A': 27.0, 'PTS': 44.0, '+/-': 4.0, 'PIM': 32.0, 'PPG': 3.0, 'PPA': 11.0, 'PPP': 14.0, 'SHP': 0.0, 'GWG': 3.0, 'SOG': 110.0, 'S%': 0.155, 'FW': 18.0, 'FL': 25.0, 'HIT': 89.0, 'BLK': 15.0, 'PPT': 9030.0, 'Avg-PPT': 196.0, 'SHT': 59.0, 'Avg-SHT': 1.0, 'COR': -29.0, 'FEN': -24.0, 'Off-ZS': 458.0, 'Def-ZS': 169.0, 'ZS-Pct': 73.05, 'GStr': 1.0, 'Shifts': 1061.0}",441.25,Forward,46.0,276.0,168.0,0.05000000000001137,-196.39999999999998,-134.5
4978,Austin Watson,P,['RW'],3,,"{'player_id': 4978, 'name': 'Austin Watson', 'position_type': 'P', 'GP': 67.0, 'G': 10.0, 'A': 6.0, 'PTS': 16.0, '+/-': -3.0, 'PIM': 91.0, 'PPG': 0.0, 'PPA': 0.0, 'PPP': 0.0, 'SHP': 1.0, 'GWG': 1.0, 'SOG': 88.0, 'S%': 0.114, 'FW': 7.0, 'FL': 13.0, 'HIT': 213.0, 'BLK': 63.0, 'PPT': 190.0, 'Avg-PPT': 3.0, 'SHT': 5805.0, 'Avg-SHT': 87.0, 'COR': -162.0, 'FEN': -90.0, 'Off-ZS': 95.0, 'Def-ZS': 414.0, 'ZS-Pct': 18.66, 'GStr': 1.0, 'Shifts': 1233.0}",441.2,Forward,67.0,277.0,169.0,2.849999999999966,-196.45,-134.55
4963,Erik Gudbranson,P,['D'],3,,"{'player_id': 4963, 'name': 'Erik Gudbranson', 'position_type': 'P', 'GP': 78.0, 'G': 6.0, 'A': 11.0, 'PTS': 17.0, '+/-': 15.0, 'PIM': 68.0, 'PPG': 0.0, 'PPA': 0.0, 'PPP': 0.0, 'SHP': 0.0, 'GWG': 0.0, 'SOG': 129.0, 'S%': 0.047, 'FW': 0.0, 'FL': 0.0, 'HIT': 145.0, 'BLK': 92.0, 'PPT': 385.0, 'Avg-PPT': 5.0, 'SHT': 13667.0, 'Avg-SHT': 175.0, 'COR': 331.0, 'FEN': 217.0, 'Off-ZS': 429.0, 'Def-ZS': 519.0, 'ZS-Pct': 45.25, 'GStr': 1.0, 'Shifts': 2035.0}",440.6,Defensemen,78.0,278.0,79.0,1.1000000000000227,-89.10000000000002,-41.19999999999999
6764,Ilya Samsonov,G,['G'],82,,"{'player_id': 6764, 'name': 'Ilya Samsonov', 'position_type': 'G', 'GP': 44.0, 'GS': 40.0, 'W': 23.0, 'L': 12.0, 'GA': 119.0, 'GAA': 3.02, 'SA': 1145.0, 'SV': 1026.0, 'SV%': 0.896, 'SHO': 3.0, 'MIN': '2,361:18'}",439.9,Goalie,44.0,279.0,31.0,10.949999999999989,-131.75,0.0
6779,Brandon Carlo,P,['D'],3,,"{'player_id': 6779, 'name': 'Brandon Carlo', 'position_type': 'P', 'GP': 79.0, 'G': 6.0, 'A': 9.0, 'PTS': 15.0, '+/-': 2.0, 'PIM': 31.0, 'PPG': 0.0, 'PPA': 1.0, 'PPP': 1.0, 'SHP': 1.0, 'GWG': 0.0, 'SOG': 125.0, 'S%': 0.048, 'FW': 0.0, 'FL': 0.0, 'HIT': 143.0, 'BLK': 104.0, 'PPT': 290.0, 'Avg-PPT': 4.0, 'SHT': 12959.0, 'Avg-SHT': 164.0, 'COR': 72.0, 'FEN': 71.0, 'Off-ZS': 411.0, 'Def-ZS': 684.0, 'ZS-Pct': 37.53, 'GStr': 0.0, 'Shifts': 2049.0}",439.5,Defensemen,79.0,280.0,80.0,0.6000000000000227,-90.20000000000005,-42.30000000000001
5687,Matt Dumba,P,['D'],62,,"{'player_id': 5687, 'name': 'Matt Dumba', 'position_type': 'P', 'GP': 57.0, 'G': 7.0, 'A': 20.0, 'PTS': 27.0, '+/-': 9.0, 'PIM': 47.0, 'PPG': 1.0, 'PPA': 4.0, 'PPP': 5.0, 'SHP': 0.0, 'GWG': 1.0, 'SOG': 116.0, 'S%': 0.06, 'FW': 0.0, 'FL': 0.0, 'HIT': 114.0, 'BLK': 84.0, 'PPT': 5959.0, 'Avg-PPT': 105.0, 'SHT': 6901.0, 'Avg-SHT': 121.0, 'COR': 8.0, 'FEN': 0.0, 'Off-ZS': 388.0, 'Def-ZS': 461.0, 'ZS-Pct': 45.7, 'GStr': 1.0, 'Shifts': 1377.0}",438.9,Defensemen,57.0,281.0,81.0,2.099999999999966,-90.80000000000007,-42.900000000000034
